wavenumber,AKD-TPS_20,K2S2O8-starch1
613.363488,94.106373,68.328922
611.434672,93.71926,67.501578
609.505856,93.875314,66.994802
607.57704,93.873951,66.211237
605.648224,93.781878,65.632547
603.719408,93.876491,65.447294
601.790592,93.798289,65.422694
599.861776,93.867735,65.455703
597.93296,94.217322,65.780995
596.004144,94.406106,66.358365
594.075328,94.476019,67.28542
592.146512,94.455722,68.030229
590.217696,94.229063,68.234943
588.28888,94.406496,68.491831
586.360064,94.405829,68.595474
584.431248,94.666454,69.508125
582.502432,94.831545,70.367562
580.573616,94.362551,70.650102
578.6448,94.075563,71.346684
576.715984,94.086511,71.54139
574.787168,94.23861,71.587394
572.858352,95.27645,72.62293
570.929536,95.785253,73.751161
569.00072,95.521463,73.939943
567.071904,94.988615,73.786336
565.143088,95.427936,74.453929
563.214272,95.955192,75.0198
561.285456,95.904333,75.191485
559.35664,96.437779,75.540524
557.427824,96.29929,75.687226
555.499008,95.572805,75.977111
553.570192,96.112584,77.171333
551.641376,96.643444,78.93262
549.71256,96.364785,79.779891
547.783744,96.297726,81.193629
545.854928,96.508703,81.555689
543.926112,97.102155,81.988609
541.997296,97.480682,83.573118
540.06848,96.879338,85.608181
538.139664,96.164116,86.487576
536.210848,98.143885,88.363216
534.282032,98.160895,88.506665
532.353216,97.46697,88.71002
530.4244,97.961274,90.155993
528.495584,98.695974,91.702848
526.566768,99.167814,93.072449
524.637952,100.045446,96.091568
522.709136,99.60692,97.953748
520.78032,100.527826,100.652201
518.851504,103.459972,103.830279
516.922688,105.265429,106.357571
514.993872,103.192417,102.786107
513.065056,101.559778,104.336905
511.13624,100.775473,106.239414
509.207424,101.513341,105.719589
507.278608,102.140792,105.405885
505.349792,101.412208,105.478287
503.420976,101.226603,105.171423
501.49216,100.650229,104.610411
499.563344,103.860067,106.632834
497.634528,106.459948,107.461864
495.705712,103.710965,103.812174
493.776896,106.168213,105.184648
491.84808,110.642946,111.520173
489.919264,107.414342,112.755531
487.990448,102.390636,109.395804
486.061632,106.290164,112.179197
484.132816,108.080177,109.361124
482.204,104.607602,108.22856
480.275184,104.461987,103.579799
478.346368,105.378229,104.631562
476.417552,109.198424,107.736771
474.488736,110.784838,107.003312
472.55992,106.098374,104.668637
470.631104,102.651088,104.712588
468.702288,104.17798,109.296748
466.773472,107.397666,111.459033
464.844656,110.582451,109.937026
462.91584,114.657513,112.159189
460.987024,114.965472,113.565716
459.058208,111.569753,111.730807
457.129392,105.9589,105.159049
455.200576,104.034752,106.739229
453.27176,102.047757,109.888206
451.342944,99.657089,110.799791
449.414128,104.391482,114.004726
447.485312,109.184955,107.580382
445.556496,104.916725,98.871483
443.62768,107.428948,107.118366
441.698864,109.229663,115.990623
439.770048,104.083833,111.988668
437.841232,100.229962,108.047843
435.912416,101.310053,106.065854
433.9836,101.238154,97.889156
432.054784,103.961918,94.418794
430.125968,109.571838,103.070338
428.197152,108.446776,109.907123
426.268336,103.131428,101.580207
424.33952,103.682915,94.977654
422.410704,102.690265,94.254967
420.481888,104.848825,101.738697
418.553072,98.933787,90.559135
416.624256,100.557657,90.813659
414.69544,108.310026,94.439205
412.766624,108.87492,87.626632
410.837808,110.095366,88.72897
408.908992,113.822345,98.212225
406.980176,108.13738,100.775578
405.05136,105.128931,96.590489
403.122544,113.432481,95.072676
401.193728,115.660385,94.202261
399.264912,104.572329,81.851609
